"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"SVK","Slovak Republic","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",6.9,,
"SVK","Slovak Republic","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",7.2,,
"SVK","Slovak Republic","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",7.9,,
"SVK","Slovak Republic","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",8,,
"SVK","Slovak Republic","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",8.2,,
"SVK","Slovak Republic","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",8.5,,
"SVK","Slovak Republic","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8.5,,
"SVK","Slovak Republic","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",8.8,,
"SVK","Slovak Republic","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",8.5,,
"SVK","Slovak Republic","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",8.5,,
"SVK","Slovak Republic","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",7.3,,
"SVK","Slovak Republic","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",7.7,,
"SVK","Slovak Republic","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",7.8,,
"SVK","Slovak Republic","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",30.5,,
"SVK","Slovak Republic","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",34.9000015258789,,
"SVK","Slovak Republic","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",30.6000003814697,,
"SVK","Slovak Republic","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",35,,
"SVK","Slovak Republic","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",31.6000003814697,,
"SVK","Slovak Republic","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",31.8999996185303,,
"SVK","Slovak Republic","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",30.3999996185303,,
"SVK","Slovak Republic","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",33.5,,
"SVK","Slovak Republic","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",36.5999984741211,,
"SVK","Slovak Republic","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",33.9000015258789,,
"SVK","Slovak Republic","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",32.7000007629394,,
"SVK","Slovak Republic","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",29.6000003814697,,
"SVK","Slovak Republic","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",26.2000007629394,,
"SVK","Slovak Republic","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",25.3999996185303,,
"SVK","Slovak Republic","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",28.2999992370606,,
"SVK","Slovak Republic","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",28.7000007629394,,
"SVK","Slovak Republic","DEP","Deprivation","1_6","Financial insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",45.29,,
"SVK","Slovak Republic","DEP","Deprivation","1_6","Financial insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",53.46,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",11.0052217103516,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",11.0287618249328,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",9.75274311376769,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",7.81838778963201,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",6.33467635724658,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",6.15669988309882,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",8.54899080387927,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",8.74110088454201,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",8.92094275744864,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",9.49462489339861,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",8.82540955713471,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",7.18543144239334,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",5.49316434963686,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",4.82003908166851,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",3.83621722122579,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",3.20777893524074,,
"SVK","Slovak Republic","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",3.0475183501532,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",18.112068,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",16.06082,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",15.089272,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",12.496843,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",11.406762,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",11.18028,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",13.876116,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",13.977267,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",13.59252,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",13.984708,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",12.852703,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",13.253825,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",11.944694,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",11.96668,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",11.002742,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",8.8258886,,
"SVK","Slovak Republic","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",9.9485598,,
"SVK","Slovak Republic","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",6.43948242068291,,
"SVK","Slovak Republic","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",8.68621319532394,,
"SVK","Slovak Republic","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",7.30771720409393,,
"SVK","Slovak Republic","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",6.64942339062691,,
"SVK","Slovak Republic","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",8.55408385396004,,
"SVK","Slovak Republic","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",7.46506452560425,,
"SVK","Slovak Republic","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",8.51190760731697,,
"SVK","Slovak Republic","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",6.20375163853168,,
"SVK","Slovak Republic","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",7.54104480147362,,
"SVK","Slovak Republic","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",7.77745023369789,,
"SVK","Slovak Republic","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",6.45209550857544,,
"SVK","Slovak Republic","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",4.61319796741009,,
"SVK","Slovak Republic","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",7.48098567128182,,
"SVK","Slovak Republic","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",6.52369111776352,,
"SVK","Slovak Republic","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",8.0379068851471,,
"SVK","Slovak Republic","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",8.26631337404251,,
"SVK","Slovak Republic","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",10.5597302317619,,
"SVK","Slovak Republic","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",13.6303752660751,,
"SVK","Slovak Republic","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",4.54211234018906,,
"SVK","Slovak Republic","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",7.82929736065595,,
"SVK","Slovak Republic","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",8.0716771300438,,
"SVK","Slovak Republic","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",7.13604390818693,,
"SVK","Slovak Republic","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8.79831461809328,,
"SVK","Slovak Republic","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",7.39500919745646,,
"SVK","Slovak Republic","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",5.53457727139113,,
"SVK","Slovak Republic","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",5.32894022928033,,
"SVK","Slovak Republic","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",8.35362611579143,,
"SVK","Slovak Republic","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",7.5639924597027,,
"SVK","Slovak Republic","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",6.58095057095321,,
"SVK","Slovak Republic","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",4.55750907879159,,
"SVK","Slovak Republic","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",4.88231751693791,,
"SVK","Slovak Republic","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",46.2210040411911,,
"SVK","Slovak Republic","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",44.5816917891409,,
"SVK","Slovak Republic","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",35.6500346883246,,
"SVK","Slovak Republic","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",39.36102350329,,
"SVK","Slovak Republic","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",34.7295913066001,,
"SVK","Slovak Republic","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",34.198378983425,,
"SVK","Slovak Republic","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",30.239842040673,,
"SVK","Slovak Republic","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",31.0775312673115,,
"SVK","Slovak Republic","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",26.640358789031,,
"SVK","Slovak Republic","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",28.3503141063426,,
"SVK","Slovak Republic","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",30.3766817067701,,
"SVK","Slovak Republic","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",20.6830346528439,,
"SVK","Slovak Republic","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",21.7974831039148,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",24582,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",25041,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",25217,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",25298,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",25481,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",25559,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",25138,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",24695,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",23047,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",22836,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",22852,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",23769,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",24335,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",24688,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",24955,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",25681,,
"ESP","Spain","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",24609,,
"ESP","Spain","AVERAGE","Average","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",233436,,
"ESP","Spain","AVERAGE","Average","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",176605,,
"ESP","Spain","AVERAGE","Average","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",168037,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",67.0991248749062,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",68.9161956724041,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",70.2416268585224,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",71.081002837181,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",69.973744206779,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",65.9291317013417,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",64.9856417833767,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",64.3724212303685,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",62.2312022325888,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",61.309854863354,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",62.6608055894653,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",64.6422700639541,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",66.6040091697806,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",68.0967626987356,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",69.5219987238156,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",70.6088296763741,,
"ESP","Spain","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",68.662696016067,,
"ESP","Spain","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",4.15955543518066,,
"ESP","Spain","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",7.7861213684082,,
"ESP","Spain","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",9.72888374328613,,
"ESP","Spain","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",10.6982851028442,,
"ESP","Spain","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",12.911808013916,,
"ESP","Spain","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",16.0195293426514,,
"ESP","Spain","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",18.1161499023438,,
"ESP","Spain","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",17.3072853088379,,
"ESP","Spain","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",18.5261287689209,,
"ESP","Spain","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",15.8075180053711,,
"ESP","Spain","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",20.7541,,
"ESP","Spain","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",28.4993,,
"ESP","Spain","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",38.2481,,
"ESP","Spain","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",43.5725,,
"ESP","Spain","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",50.3055,,
"ESP","Spain","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",56.1468,,
"ESP","Spain","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",60.7518,,
"ESP","Spain","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",65.4722,,
"ESP","Spain","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",68.8264,,
